Timestamp,Right_X,Right_Y,Left_X,Left_Y
1699226616.087163,0.5212203860282898,0.3845033645629883,0.514755129814148,0.3763948380947113
1699226616.1039171,0.5144408941268921,0.3961060345172882,0.514755129814148,0.3763948380947113
1699226616.1201558,0.5129092931747437,0.39554232358932495,0.5200068950653076,0.37375539541244507
1699226616.1374679,0.5145625472068787,0.3852405846118927,0.5223706364631653,0.3806788921356201
1699226616.153453,0.5116487741470337,0.39171287417411804,0.5142142176628113,0.38048702478408813
1699226616.170627,0.4956103563308716,0.4225795269012451,0.5131586194038391,0.3811434805393219
1699226616.186837,0.46732261776924133,0.45479142665863037,0.48334991931915283,0.40593597292900085
1699226616.2041779,0.46589377522468567,0.44966867566108704,0.441678911447525,0.4629075825214386
1699226616.219969,0.4648539125919342,0.4603840112686157,0.45150718092918396,0.47784537076950073
1699226616.23743,0.46686744689941406,0.45740804076194763,0.44755396246910095,0.47007641196250916
1699226616.253123,0.4660874903202057,0.4521998465061188,0.4330756664276123,0.45318520069122314
1699226616.270417,0.4657336473464966,0.4466889202594757,0.43114155530929565,0.4529074430465698
1699226616.286787,0.46993958950042725,0.4459504783153534,0.43572965264320374,0.4604962468147278
1699226616.303804,0.4706750512123108,0.4519180953502655,0.4401693046092987,0.47545573115348816
1699226616.3199842,0.4674842059612274,0.4589628577232361,0.44047874212265015,0.4800044894218445
1699226616.337098,0.4676128327846527,0.44107478857040405,0.44114789366722107,0.47940218448638916
1699226616.3531342,0.4824957847595215,0.43276849389076233,0.439188152551651,0.4734891951084137
1699226616.370381,0.49682697653770447,0.4023149907588959,0.4560929834842682,0.4614557921886444
1699226616.3865228,0.5082988739013672,0.3601382076740265,0.4734228849411011,0.4127661883831024
1699226616.403637,0.5155794620513916,0.368621826171875,0.48555663228034973,0.3733450472354889
1699226616.41971,0.5193301439285278,0.36489781737327576,0.4896141588687897,0.382366806268692
1699226616.437204,0.5172917246818542,0.36581364274024963,0.49039486050605774,0.3773142993450165
1699226616.4533849,0.5150213837623596,0.3721098303794861,0.485831618309021,0.3704250752925873
1699226616.470471,0.5134572386741638,0.38671350479125977,0.48505356907844543,0.3635709583759308
1699226616.48654,0.5141013860702515,0.39072415232658386,0.4861680567264557,0.367874413728714
1699226616.503841,0.5160011649131775,0.37887677550315857,0.48476642370224,0.3742891550064087
1699226616.5200372,0.5134338736534119,0.3744160234928131,0.4830970764160156,0.3730478286743164
1699226616.537162,0.5092141628265381,0.3796578645706177,0.47900664806365967,0.3711684048175812
1699226616.5530748,0.5128052234649658,0.381237268447876,0.4814624488353729,0.36943742632865906
1699226616.570731,0.5135491490364075,0.3758126199245453,0.4897809624671936,0.3711932897567749
1699226616.586684,0.5102494955062866,0.37472298741340637,0.4935839772224426,0.3702773153781891
1699226616.604948,0.5159121155738831,0.37891843914985657,0.49343496561050415,0.36831027269363403
1699226616.6199539,0.5113634467124939,0.3851798474788666,0.48694923520088196,0.3760230541229248
1699226616.637237,0.506649911403656,0.3881351947784424,0.48043233156204224,0.374952495098114
1699226616.653088,0.5106444358825684,0.38247132301330566,0.4843040108680725,0.3730616867542267
1699226616.6708632,0.5135242342948914,0.3754647672176361,0.4896141290664673,0.3863523006439209
1699226616.6867268,0.5185012817382812,0.3658924698829651,0.49282306432724,0.38464948534965515
1699226616.713954,0.5157734155654907,0.3641670346260071,0.48823627829551697,0.38066500425338745
1699226616.7197099,0.5097878575325012,0.3569597899913788,0.48823627829551697,0.38066500425338745
1699226616.736962,0.5175259709358215,0.3576272428035736,0.4845160245895386,0.3818392753601074
1699226616.7531788,0.5201898813247681,0.3683658540248871,0.487856924533844,0.38448232412338257
1699226616.770178,0.5135111808776855,0.36228644847869873,0.49728167057037354,0.38567304611206055
1699226616.786248,0.511353611946106,0.3676835596561432,0.49713873863220215,0.38545313477516174
1699226616.8035998,0.5117464661598206,0.3732377290725708,0.48663005232810974,0.3812132775783539
1699226616.819947,0.5107146501541138,0.3669997751712799,0.4816740155220032,0.37823018431663513
1699226616.837059,0.5099844336509705,0.36812248826026917,0.49036067724227905,0.37876442074775696
1699226616.85307,0.5130002498626709,0.3638031780719757,0.4993019998073578,0.3784252405166626
1699226616.8700302,0.5149036049842834,0.34213656187057495,0.4960204064846039,0.3740652799606323
1699226616.886076,0.5096516013145447,0.33289286494255066,0.4919317960739136,0.3695553243160248
1699226616.903426,0.5065956115722656,0.3377998173236847,0.4845939576625824,0.35014593601226807
1699226616.919828,0.5079867839813232,0.3364793360233307,0.4863719046115875,0.3517564833164215
1699226616.936843,0.5068548917770386,0.33357906341552734,0.49652189016342163,0.3535235524177551
1699226616.9528031,0.506962239742279,0.33835089206695557,0.49939438700675964,0.3507830798625946
1699226616.9703228,0.5059157609939575,0.3435049057006836,0.5025336742401123,0.35263168811798096
1699226616.986138,0.5076989531517029,0.3379738926887512,0.49503129720687866,0.3516261875629425
1699226617.0034618,0.5049583911895752,0.3442232012748718,0.4892195165157318,0.3509739935398102
1699226617.019347,0.5016204714775085,0.34463128447532654,0.4921704828739166,0.3511822819709778
1699226617.036654,0.5090613961219788,0.34273791313171387,0.4914349615573883,0.35029059648513794
1699226617.052923,0.5080462694168091,0.3466574549674988,0.4893462359905243,0.35701727867126465
1699226617.070244,0.5105236768722534,0.34472227096557617,0.4889611601829529,0.36025384068489075
