Timestamp,Right_X,Right_Y,Left_X,Left_Y,Fixation_Start,Fixation_End
1699222498.494751,0.5278039574623108,0.4594732224941254,0.525496780872345,0.4696015417575836,False,False
1699222498.511925,0.5265393257141113,0.4625518620014191,0.525496780872345,0.4696015417575836,False,False
1699222498.5278342,0.5294247269630432,0.4570419788360596,0.529354989528656,0.4738828539848328,False,False
1699222498.5451849,0.5275075435638428,0.4600397944450378,0.5272760987281799,0.483551025390625,False,False
1699222498.561146,0.5316377878189087,0.4620327055454254,0.5247350931167603,0.4764909744262695,False,False
1699222498.5787811,0.5358023047447205,0.4680953323841095,0.5210438966751099,0.4872379004955292,False,False
1699222498.594486,0.5292931795120239,0.4846181273460388,0.5231752991676331,0.497218132019043,False,False
1699222498.6118028,0.5268246531486511,0.4809597432613373,0.5196918845176697,0.493125319480896,True,False
1699222498.627882,0.5282814502716064,0.4731845557689667,0.522941529750824,0.4936677813529968,False,False
1699222498.645026,0.5277841687202454,0.4665008783340454,0.5322543978691101,0.4844858944416046,False,False
1699222498.6614988,0.5328585505485535,0.4693699181079865,0.5247763395309448,0.4844012558460236,False,False
1699222498.6787949,0.530288577079773,0.4748961627483368,0.5244042873382568,0.4936448335647583,False,False
1699222498.694572,0.5293180346488953,0.4758895635604858,0.5204542279243469,0.4953413605690002,False,False
1699222498.7117212,0.5280069708824158,0.4666663706302643,0.519142746925354,0.5046498775482178,False,False
1699222498.727808,0.5252670645713806,0.4686166048049927,0.5248715281486511,0.4983877241611481,False,False
1699222498.745147,0.5308074355125427,0.4783731400966644,0.5193938612937927,0.4861441254615784,False,False
1699222498.76107,0.5408501625061035,0.4718118607997894,0.5193370580673218,0.502815842628479,False,False
1699222498.778434,0.5421016216278076,0.4664290249347687,0.5217788219451904,0.5140553116798401,False,False
1699222498.79454,0.5396711826324463,0.4718593060970306,0.5234438180923462,0.5075727105140686,False,False
1699222498.8115199,0.5400918126106262,0.4628894925117493,0.5260180234909058,0.5060990452766418,False,True
1699222498.827724,0.5432863831520081,0.44255873560905457,0.5312790274620056,0.5063057541847229,False,False
1699222498.844856,0.5390031933784485,0.44767022132873535,0.5301892161369324,0.4970377087593079,False,False
1699222498.8610651,0.536047101020813,0.4541533589363098,0.5317829847335815,0.494987815618515,False,False
1699222498.878078,0.5449731349945068,0.4548776149749756,0.5278484821319579,0.4921722412109375,False,False
1699222498.8941221,0.5647661089897156,0.4371767640113831,0.5341479182243347,0.4973780810832977,False,False
1699222498.911525,0.5753083825111389,0.4215934872627258,0.5486881732940674,0.4970004260540009,False,False
1699222498.927619,0.5672330260276794,0.42367056012153625,0.5579224228858948,0.4747743904590607,False,False
1699222498.944973,0.5666608214378357,0.4258577227592468,0.5587860345840454,0.4683796763420105,False,False
1699222498.960897,0.5671090483665466,0.4364359676837921,0.5628661513328552,0.473797470331192,False,False
1699222498.9782212,0.9389982223510742,0.038941454142332084,0.6250702738761902,0.410342276096344,False,False
1699222498.994174,0.9450990557670592,0.05552222952246666,0.8213167786598206,0.14095675945281982,False,False
1699222499.0115519,0.9489764571189879,0.06984730064868927,0.8878411054611206,0.06900618225336075,False,False
1699222499.027703,0.939225435256958,0.07203874737024307,0.9148507714271544,0.08314593136310577,False,False
1699222499.0451431,0.9391120672225952,0.06655900180339812,0.9147035479545592,0.08735822141170503,False,False
1699222499.0609634,0.9415161609649658,0.07459234446287155,0.910109043121338,0.07941289246082306,False,False
1699222499.0783,0.9403037428855896,0.08440635353326797,0.9138250946998596,0.07151220738887787,False,False
1699222499.094312,0.9416252374649048,0.07264376431703568,0.9206801652908324,0.08255818486213684,False,False
1699222499.111406,0.9345411658287048,0.06487857550382614,0.917097508907318,0.08381011337041855,False,False
1699222499.1275089,0.9342735409736632,0.06970196962356567,0.9177441000938416,0.07718504965305327,False,False
1699222499.1448169,0.9405664205551147,0.0757002979516983,0.9192273020744324,0.07224594056606293,False,False
1699222499.161033,0.9381118416786194,0.07781404256820679,0.9332806468009948,0.04861469939351082,False,False
